AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|ALUNNI|Tipo
NORD OVEST|CNIC85800E|CNAA85802C|MONDOVI' 1|MONDOVI'-BORGO FERRONE|MONDOVI'|SCUOLA INFANZIA|CORSO EUROPA N.24|CUNEO|PIEMONTE||
NORD OVEST|CNIC82100X|CNIC82100X|MONTA'|MONTA'|MONTA'|ISTITUTO COMPRENSIVO|C/SO       DE GASPERI          N.15|CUNEO|PIEMONTE||
NORD OVEST|CNIC82200Q|CNIC82200Q|CANALE|CANALE|CANALE|ISTITUTO COMPRENSIVO|VIALE DEL PESCO,5|CUNEO|PIEMONTE||
NORD OVEST|CNIC838009|CNEE83801B|CAVALLERMAGGIORE|CAVALLERLEONE - CAPOLUOGO|CAVALLERLEONE|SCUOLA PRIMARIA|PIAZZA SANTA MARIA 21|CUNEO|PIEMONTE|19.0|S
NORD OVEST|CNIC838009|CNEE83802C|CAVALLERMAGGIORE|CAVALLERMAGGIORE - CAPOLUOGO|CAVALLERMAGGIORE|SCUOLA PRIMARIA|PIAZZA NOBEL, N.1|CUNEO|PIEMONTE|248.0|S
NORD OVEST|CNIC838009|CNEE83803D|CAVALLERMAGGIORE|MURELLO - CAPOLUOGO|MURELLO|SCUOLA PRIMARIA|PIAZZA DELLA CHIESA 6/A|CUNEO|PIEMONTE|33.0|S
NORD OVEST|CNIC809009|CNEE80903D|"""A. VASSALLO"" BOVES"|BOVES-FRAZ.RIVOIRA|BOVES|SCUOLA PRIMARIA|VIA RIVOIRA N. 124|CUNEO|PIEMONTE|101.0|S
NORD OVEST|CNIC847004|CNEE84705A|CUNEO - FRAZ. BORGO S. GIUSEPPE|CUNEO-FRAZ.TETTO CANALE|CUNEO|SCUOLA PRIMARIA|VIA MONEA OLTREGESSO,75|CUNEO|PIEMONTE|53.0|S
NORD OVEST|CNIC84800X|CNEE848012|CUNEO - OLTRESTURA|"""G. RODARI"" - MADONNA DELL'OLMO"|CUNEO|SCUOLA PRIMARIA|P.LE DELLA BATTAGLIA N. 1|CUNEO|PIEMONTE|245.0|S
NORD OVEST|CNIC84800X|CNEE848023|CUNEO - OLTRESTURA|"""M. VENTRE"" -  RONCHI"|CUNEO|SCUOLA PRIMARIA|VIA DEL PARCO GIOCHI, 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC84800X|CNEE848034|CUNEO - OLTRESTURA|"""B. BRUNI"" - PASSATORE"|CUNEO|SCUOLA PRIMARIA|VIA DELLA BATTAGLIA N. 240|CUNEO|PIEMONTE|120.0|S
NORD OVEST|CNIC84800X|CNAA84802T|CUNEO - OLTRESTURA|"""M. VENTRE"" -  RONCHI"|CUNEO|SCUOLA INFANZIA|VIA DEL PARCO GIOCHI, 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC84800X|CNAA84803V|CUNEO - OLTRESTURA|CUNEO-FRAZ. CONFRERIA|CUNEO|SCUOLA INFANZIA|VIA VALLE MAIRA, 134/BIS|CUNEO|PIEMONTE||
NORD OVEST|CNIC84900Q|CNAA84901L|DIANO D'ALBA - CAPOLUOGO|DIANO D'ALBA-FRAZ.RICCA|DIANO D'ALBA|SCUOLA INFANZIA|PIAZZA TORINO|CUNEO|PIEMONTE||
NORD OVEST|CNIC84900Q|CNAA84902N|DIANO D'ALBA - CAPOLUOGO|DIANO D'ALBA-FR.VALLE TALLORIA|DIANO D'ALBA|SCUOLA INFANZIA|VIA CANE GUIDO|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNEE814042|BOSSOLASCO-MURAZZANO|BOSSOLASCO - CAPOLUOGO|BOSSOLASCO|SCUOLA PRIMARIA|PIAZZA CADUTI PER LA PATRIA, 1|CUNEO|PIEMONTE|40.0|S
NORD OVEST|CNIC818004|CNAA818011|SOMMARIVA PERNO|BALDISSERO D'ALBA-CAPOLUOGO|BALDISSERO D'ALBA|SCUOLA INFANZIA|VIA XXV APRILE|CUNEO|PIEMONTE||
NORD OVEST|CNIC838009|CNEE83806L|CAVALLERMAGGIORE|CARAMAGNA PIEMONTE - CAPOL.|CARAMAGNA PIEMONTE|SCUOLA PRIMARIA|VIA VITTORIO EMANUELE II|CUNEO|PIEMONTE|156.0|S
NORD OVEST|CNIC839005|CNEE839017|BERNEZZO - DUCCIO GALIMBERTI|BERNEZZO-CAPOLUOGO|BERNEZZO|SCUOLA PRIMARIA|PIAZZA SOLIDARIETA E VOLONTARIATO 5|CUNEO|PIEMONTE|142.0|S
NORD OVEST|CNIC82400B|CNEE82403G|SANTO STEFANO BELBO|CASTIGLIONE TINELLA - CAPOL.|CASTIGLIONE TINELLA|SCUOLA PRIMARIA|VIA CIRCONVALLAZIONE|CUNEO|PIEMONTE|30.0|S
NORD OVEST|CNIC825007|CNEE825019|CHERASCO - S. TARICCO|"CHERASCO - CAPOL. ""CENTRALE"""|CHERASCO|SCUOLA PRIMARIA|VIA S.TARICCO N.6|CUNEO|PIEMONTE|247.0|S
NORD OVEST|CNIC84300R|CNEE843086|CENTALLO-VILLAFALLETTO|VOTTIGNASCO|VOTTIGNASCO|SCUOLA PRIMARIA|PIAZZA MARCONI 4|CUNEO|PIEMONTE|29.0|S
NORD OVEST|CNIC84300R|CNEE843097|CENTALLO-VILLAFALLETTO|TARANTASCA|TARANTASCA|SCUOLA PRIMARIA|P. MARCONI N. 1|CUNEO|PIEMONTE|64.0|S
NORD OVEST|CNIC84500C|CNEE84501E|VERZUOLO|VERZUOLO CAP.|VERZUOLO|SCUOLA PRIMARIA|PIAZZA A. W. BURGO, 5|CUNEO|PIEMONTE|182.0|S
NORD OVEST|CNIC84500C|CNEE84502G|VERZUOLO|PRIMARIA FALICETTO|VERZUOLO|SCUOLA PRIMARIA|VIA SALUZZO 15|CUNEO|PIEMONTE|41.0|S
NORD OVEST|CNIC82200Q|CNAA82204Q|CANALE|VEZZA D'ALBA-CAPOLUOGO|VEZZA D'ALBA|SCUOLA INFANZIA|VIA L. FISSORE 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC82300G|CNAA82301C|GOVONE|CASTAGNITO CAPOLUOGO|CASTAGNITO|SCUOLA INFANZIA|VIA MASSIMO RODOLFO CORDERO 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC839005|CNEE839028|BERNEZZO - DUCCIO GALIMBERTI|BERNEZZO- FRAZ. S. ROCCO|BERNEZZO|SCUOLA PRIMARIA|P.ZA  DON MARIO GIORDANA N.2|CUNEO|PIEMONTE|97.0|S
NORD OVEST|CNIC83100E|CNEE83107V|MORETTA|POLONGHERA - CAPOLUOGO|POLONGHERA|SCUOLA PRIMARIA|VIA FOSSATI 8|CUNEO|PIEMONTE|52.0|S
NORD OVEST|CNIC83100E|CNEE83108X|MORETTA|TORRE SAN GIORGIO - CAPOL.|TORRE SAN GIORGIO|SCUOLA PRIMARIA|VIA MAESTRA ADOLFO SARTI, 23|CUNEO|PIEMONTE|41.0|S
NORD OVEST|CNIC80600T|CNEE80601X|CARRU|BASTIA MONDOVI'|BASTIA MONDOVI'|SCUOLA PRIMARIA|VIA DELLE SCUOLE 1|CUNEO|PIEMONTE|65.0|S
NORD OVEST|CNIC80600T|CNEE806021|CARRU|CARRU'|CARRU'|SCUOLA PRIMARIA|VIA PIPPO VACCHETTI 21|CUNEO|PIEMONTE|216.0|S
NORD OVEST|CNIC80600T|CNEE806032|CARRU|CLAVESANA|CLAVESANA|SCUOLA PRIMARIA|VIALE MARTIRI LIBERTA', 43 B|CUNEO|PIEMONTE|39.0|S
NORD OVEST|CNIC80600T|CNEE806043|CARRU|ROCCA DE' BALDI - FRAZ. CRAVA|ROCCA DE' BALDI|SCUOLA PRIMARIA|VIA PEIRONE, 53 A|CUNEO|PIEMONTE|101.0|S
NORD OVEST|CNIC80600T|CNEE806054|CARRU|MAGLIANO ALPI|MAGLIANO ALPI|SCUOLA PRIMARIA|VIA LANGHE,  111|CUNEO|PIEMONTE|92.0|S
NORD OVEST|CNIC80700N|CNEE80701Q|BENE VAGIENNA|BENE VAGIENNA-CAPOLUOGO|BENE VAGIENNA|SCUOLA PRIMARIA|VIALE RIMEMBRANZA 2|CUNEO|PIEMONTE|219.0|S
NORD OVEST|CNIC80700N|CNEE80702R|BENE VAGIENNA|SALMOUR-CAPOLUOGO|SALMOUR|SCUOLA PRIMARIA|PIAZZA DONATORI DI SANGUE N. 1|CUNEO|PIEMONTE|40.0|S
NORD OVEST|CNIC812005|CNEE81207D|VILLANOVA MONDOVI'|MONASTERO DI VASCO|MONASTERO DI VASCO|SCUOLA PRIMARIA|PIAZZA DON DHO|CUNEO|PIEMONTE|70.0|S
NORD OVEST|CNIC813001|CNEE813024|"CEVA ""A.MOMIGLIANO"""|SALE DELLE LANGHE - CAPOLUOGO|SALE DELLE LANGHE|SCUOLA PRIMARIA|VIA ROMA|CUNEO|PIEMONTE|56.0|S
NORD OVEST|CNIC83100E|CNEE83104Q|MORETTA|SCARNAFIGI - CAPOL.|SCARNAFIGI|SCUOLA PRIMARIA|P.ZZA EUROPA N. 1|CUNEO|PIEMONTE|110.0|S
NORD OVEST|CNIC813001|CNEE813035|"CEVA ""A.MOMIGLIANO"""|CEVA - CAPOLUOGO|CEVA|SCUOLA PRIMARIA|PIAZZA GALLIANO 4|CUNEO|PIEMONTE|259.0|S
NORD OVEST|CNIC813001|CNEE813046|"CEVA ""A.MOMIGLIANO"""|LESEGNO - CAPOLUOGO|LESEGNO|SCUOLA PRIMARIA|VIA VIARIS 5|CUNEO|PIEMONTE|81.0|S
NORD OVEST|CNIC813001|CNEE813057|"CEVA ""A.MOMIGLIANO"""|MOMBASIGLIO - CAPOLUOGO|MOMBASIGLIO|SCUOLA PRIMARIA|P.ZA MUNICIPIO 1|CUNEO|PIEMONTE|45.0|S
NORD OVEST|CNIC813001|CNEE813068|"CEVA ""A.MOMIGLIANO"""|VIOLA - CAPOLUOGO|VIOLA|SCUOLA PRIMARIA|PIAZZA MARCONI 2|CUNEO|PIEMONTE|10.0|S
NORD OVEST|CNIC812005|CNEE81206C|VILLANOVA MONDOVI'|VILLANOVA M. - FRAZ. PASCO|VILLANOVA MONDOVI'|SCUOLA PRIMARIA|STRADA F.LLI BISCIA 14|CUNEO|PIEMONTE|73.0|S
NORD OVEST|CNIC83100E|CNEE83105R|MORETTA|CARDE' - CAPOL.|CARDE'|SCUOLA PRIMARIA|VIA MORETTA, 21|CUNEO|PIEMONTE|40.0|S
NORD OVEST|CNIC83100E|CNEE83106T|MORETTA|MORETTA - CAPOL.|MORETTA|SCUOLA PRIMARIA|VIA ROMA,32|CUNEO|PIEMONTE|193.0|S
NORD OVEST|CNIC85800E|CNEE85804Q|MONDOVI' 1|MONDOVI' - CAP. LOC. CARASSONE|MONDOVI'|SCUOLA PRIMARIA|PIAZZA SAN GIOVANNI IN LUPAZZANIO N.8|CUNEO|PIEMONTE|61.0|S
NORD OVEST|CNIC85900A|CNEE85901C|MONDOVI' 2|MONDOVI' -  ALTIPIANO|MONDOVI'|SCUOLA PRIMARIA|VIA MATTEOTTI N. 9|CUNEO|PIEMONTE|225.0|S
NORD OVEST|CNIC85900A|CNEE85902D|MONDOVI' 2|MONDOVI' - CAP. BORGO ARAGNO|MONDOVI'|SCUOLA PRIMARIA|CORSO MILANO 32|CUNEO|PIEMONTE|129.0|S
NORD OVEST|CNIC85900A|CNEE85903E|MONDOVI' 2|MONDOVI' - BREOLUNGI|MONDOVI'|SCUOLA PRIMARIA|FRAZ. BREOLUNGI|CUNEO|PIEMONTE|87.0|S
NORD OVEST|CNIC85900A|CNEE85904G|MONDOVI' 2|MONDOVI' -FRAZ. S.ANNA AVAGNINA|MONDOVI'|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|85.0|S
NORD OVEST|CNIC85900A|CNEE85905L|MONDOVI' 2|PIANFEI - CAPOL.|PIANFEI|SCUOLA PRIMARIA|VIA ROMA 99/F|CUNEO|PIEMONTE|91.0|S
NORD OVEST|CNIC81600C|CNEE81601E|CORTEMILIA-SALICETO|CASTELLETTO UZZONE - CAPOL.|CASTELLETTO UZZONE|SCUOLA PRIMARIA|PIAZZA DELLA CHIESA, 6|CUNEO|PIEMONTE|12.0|S
NORD OVEST|CNIC81600C|CNEE81603L|CORTEMILIA-SALICETO|CORTEMILIA - CAPOLUOGO|CORTEMILIA|SCUOLA PRIMARIA|VIA SALINO  1|CUNEO|PIEMONTE|115.0|S
NORD OVEST|CNIC838009|CNAA838027|CAVALLERMAGGIORE|CAVALLERMAGGIORE - CAP.|CAVALLERMAGGIORE|SCUOLA INFANZIA|VIALE GALILEI 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC838009|CNAA838038|CAVALLERMAGGIORE|CARAMAGNA P.TE-CAPOLUOGO|CARAMAGNA PIEMONTE|SCUOLA INFANZIA|VIA S.BIAGIO, 36|CUNEO|PIEMONTE||
NORD OVEST|CNIC839005|CNAA839012|BERNEZZO - DUCCIO GALIMBERTI|BERNEZZO-CAPOLUOGO INFANZIA|BERNEZZO|SCUOLA INFANZIA|PIAZZA SOLIDARIETA E VOLONTARIATO 5|CUNEO|PIEMONTE||
NORD OVEST|CNIC85900A|CNEE85907P|MONDOVI' 2|MONDOVI' - VIA CUNEO|MONDOVI'|SCUOLA PRIMARIA|VIA CUNEO|CUNEO|PIEMONTE||
NORD OVEST|CNIC86000E|CNEE86001L|CUNEO VIALE ANGELI|CUNEO-CAPOL.VIALE ANGELI|CUNEO|SCUOLA PRIMARIA|VIALE ANGELI 82|CUNEO|PIEMONTE|324.0|S
NORD OVEST|CNIC86000E|CNEE86002N|CUNEO VIALE ANGELI|"CUNEO-CAPOL. "" ZONA 2"""|CUNEO|SCUOLA PRIMARIA|LARGO PIERO BELLINO 3|CUNEO|PIEMONTE|142.0|S
NORD OVEST|CNIC86100A|CNEE86101C|CUNEO VIA SOBRERO|"CUNEO - CAP. ""LUIGI EINAUDI"""|CUNEO|SCUOLA PRIMARIA|VIA QUINTINO SELLA 39|CUNEO|PIEMONTE|441.0|S
NORD OVEST|CNIC825007|CNEE82502A|CHERASCO - S. TARICCO|CHERASCO - FRAZ. BRICCO|CHERASCO|SCUOLA PRIMARIA|VIA DELLE SCUOLE N.11|CUNEO|PIEMONTE|95.0|S
NORD OVEST|CNIC825007|CNEE82503B|CHERASCO - S. TARICCO|CHERASCO - FRAZ. RORETO|CHERASCO|SCUOLA PRIMARIA|VIA CONTI PETITTI N.38|CUNEO|PIEMONTE|158.0|S
NORD OVEST|CNIC825007|CNEE82504C|CHERASCO - S. TARICCO|NARZOLE - CAPOLUOGO|NARZOLE|SCUOLA PRIMARIA|VIA MICHELANGELO|CUNEO|PIEMONTE|168.0|S
NORD OVEST|CNIC85300B|CNEE85301D|ALBA QUARTIERE MUSSOTTO E SX TA|ALBA-MUSSOTTO|ALBA|SCUOLA PRIMARIA|VIA DELPIANO N. 11|CUNEO|PIEMONTE|149.0|S
NORD OVEST|CNIC85300B|CNEE85302E|ALBA QUARTIERE MUSSOTTO E SX TA|AUGUSTO DACOMO- MONTICELLO ALBA|MONTICELLO D'ALBA|SCUOLA PRIMARIA|VIA M. NANTIAT, 2|CUNEO|PIEMONTE|122.0|S
NORD OVEST|CNIC85300B|CNEE85303G|ALBA QUARTIERE MUSSOTTO E SX TA|GUARENE - CAPOLUOGO|GUARENE|SCUOLA PRIMARIA|PIAZZA S.ROCCO N.6|CUNEO|PIEMONTE|79.0|S
NORD OVEST|CNIC85300B|CNEE85304L|ALBA QUARTIERE MUSSOTTO E SX TA|GUARENE - FRAZ. VACCHERIA|GUARENE|SCUOLA PRIMARIA|VIA MULINO VECCHIO|CUNEO|PIEMONTE|75.0|S
NORD OVEST|CNIC854007|CNEE854019|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA - MARIA MONTESSORI|ALBA|SCUOLA PRIMARIA|VIA SAN PIO V, 9|CUNEO|PIEMONTE|219.0|S
NORD OVEST|CNIC854007|CNEE85402A|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA-RODARI-PIAVE SAN CASSIANO|ALBA|SCUOLA PRIMARIA|C.SO EUROPA,134|CUNEO|PIEMONTE|382.0|S
NORD OVEST|CNIC855003|CNEE855015|ALBA QUARTIERE MORETTA|ALBA-BORGO MORETTA|ALBA|SCUOLA PRIMARIA|VIA DE AMICIS N.1|CUNEO|PIEMONTE|488.0|S
NORD OVEST|CNIC85800E|CNAA85803D|MONDOVI' 1|MONDOVI'- PIANDELLAVALLE|MONDOVI'|SCUOLA INFANZIA|VIA S.FRANCESCO|CUNEO|PIEMONTE||
NORD OVEST|CNIC85800E|CNAA85804E|MONDOVI' 1|MONDOVI'-LOC.PIAZZA|MONDOVI'|SCUOLA INFANZIA|PIAZZA D'ARMI 11|CUNEO|PIEMONTE||
NORD OVEST|CNIC85900A|CNAA859017|MONDOVI' 2|"MONDOVI'-""IL GRILLO PARLANTE"""|MONDOVI'|SCUOLA INFANZIA|VIA BRA 45|CUNEO|PIEMONTE||
NORD OVEST|CNIC80600T|CNAA80602Q|CARRU|CLAVESANA|CLAVESANA|SCUOLA INFANZIA|BORGATA GERINO 8|CUNEO|PIEMONTE||
NORD OVEST|CNIC80600T|CNAA80603R|CARRU|CARRU'|CARRU'|SCUOLA INFANZIA|CORSO LUIGI EINAUDI 10|CUNEO|PIEMONTE||
NORD OVEST|CNIC80600T|CNAA80604T|CARRU|ROCCA DE' BALDI - FRAZ. CRAVA|ROCCA DE' BALDI|SCUOLA INFANZIA|VIA PEIRONE, 53 B|CUNEO|PIEMONTE||
NORD OVEST|CNIC84300R|CNAA84305T|CENTALLO-VILLAFALLETTO|D.PIETRO SPERINO  VILLAFALLETTO|VILLAFALLETTO|SCUOLA INFANZIA|VIA ROMA N. 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC804006|CNEE80406D|CARAGLIO|MONTEROSSO GRANA - PRIMARIA|MONTEROSSO GRANA|SCUOLA PRIMARIA|VIA MISTRAL N. 24|CUNEO|PIEMONTE|70.0|S
NORD OVEST|CNIC817008|CNIC817008|SOMMARIVA DEL BOSCO|SOMMARIVA DEL BOSCO|SOMMARIVA DEL BOSCO|ISTITUTO COMPRENSIVO|VIA GIANSANA N.37|CUNEO|PIEMONTE||
NORD OVEST|CNIC85600V|CNEE856011|ALBA CENTRO STORICO|ALBA F.LLI AMBROGIO-CENTRO ST.|ALBA|SCUOLA PRIMARIA|VIA F.LLI AMBROGIO|CUNEO|PIEMONTE|370.0|S
NORD OVEST|CNIC85700P|CNEE85702T|CUNEO-CORSO SOLERI|CUNEO-SOLERI-OSPEDALE|CUNEO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE||
NORD OVEST|CNIC85700P|CNEE85703V|CUNEO-CORSO SOLERI|"CUNEO-C. SOLERI ""PAOLA GARELLI"""|CUNEO|SCUOLA PRIMARIA|CORSO SOLERI,1|CUNEO|PIEMONTE|420.0|S
NORD OVEST|CNIC85700P|CNEE85704X|CUNEO-CORSO SOLERI|CUNEO-FRAZ.S.ROCCO CASTAGNARETT|CUNEO|SCUOLA PRIMARIA|PIAZZALE SAN SERENO, 3|CUNEO|PIEMONTE|178.0|S
NORD OVEST|CNIS02400G|CNIS02400G|CUNEO -BIANCHI - VIRGINIO|CUNEO -BIANCHI - VIRGINIO|CUNEO|ISTITUTO SUPERIORE|C.SO A. DE GASPERI 11|CUNEO|PIEMONTE||
NORD OVEST|CNIC80200E|CNIC80200E|MOROZZO|MOROZZO|MOROZZO|ISTITUTO COMPRENSIVO|VIA LUCIANO EULA N. 8|CUNEO|PIEMONTE||
NORD OVEST|CNIC80300A|CNIC80300A|"DEMONTE  ""L. ROMANO"""|"DEMONTE  ""L. ROMANO"""|DEMONTE|ISTITUTO COMPRENSIVO|VIA G. PEANO      N.6|CUNEO|PIEMONTE||
NORD OVEST|CNIC804006|CNIC804006|CARAGLIO|CARAGLIO|CARAGLIO|ISTITUTO COMPRENSIVO|C.SO       GIOVANNI XXIII      N.12|CUNEO|PIEMONTE||
NORD OVEST|CNIC80600T|CNIC80600T|CARRU|CARRU|CARRU'|ISTITUTO COMPRENSIVO|VIA VACCHETTI   N.21|CUNEO|PIEMONTE||
NORD OVEST|CNIC80700N|CNIC80700N|BENE VAGIENNA|BENE VAGIENNA|BENE VAGIENNA|ISTITUTO COMPRENSIVO|VIALE RIMEMBRANZA N. 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC817008|CNEE81703C|SOMMARIVA DEL BOSCO|"SOMMARIVA BOSCO ""A.PARATO""-CAP."|SOMMARIVA DEL BOSCO|SCUOLA PRIMARIA|VIA GIANSANA 37|CUNEO|PIEMONTE|300.0|S
NORD OVEST|CNIC81400R|CNEE814109|BOSSOLASCO-MURAZZANO|SOMANO - CAPOLUOGO|SOMANO|SCUOLA PRIMARIA|VIA ROMA 1/A|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNEE81411A|BOSSOLASCO-MURAZZANO|BORGOMALE - CAPOLUOGO|BORGOMALE|SCUOLA PRIMARIA|VIA PRINCIPALE, 5|CUNEO|PIEMONTE|7.0|S
NORD OVEST|CNIC81600C|CNIC81600C|CORTEMILIA-SALICETO|CORTEMILIA-SALICETO|CORTEMILIA|ISTITUTO COMPRENSIVO|VIA SALINO 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC817008|CNEE81702B|SOMMARIVA DEL BOSCO|SANFRE'|SANFRE'|SCUOLA PRIMARIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|160.0|S
NORD OVEST|CNIC818004|CNEE818027|SOMMARIVA PERNO|CORNELIANO D'ALBA CAPOLUOGO|CORNELIANO D'ALBA|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|69.0|S
NORD OVEST|CNIC85600V|CNAA85601Q|ALBA CENTRO STORICO|ALBA-VIA CESARE BALBO|ALBA|SCUOLA INFANZIA|VIA CESARE BALBO 3|CUNEO|PIEMONTE||
NORD OVEST|CNIC85600V|CNAA85602R|ALBA CENTRO STORICO|ALBA-VIA F.LLI AMBROGIO|ALBA|SCUOLA INFANZIA|VIA F.LLI AMBROGIO|CUNEO|PIEMONTE||
NORD OVEST|CNIC812005|CNIC812005|VILLANOVA MONDOVI'|VILLANOVA MONDOVI'|VILLANOVA MONDOVI'|ISTITUTO COMPRENSIVO|CORSO MARCONI 37|CUNEO|PIEMONTE||
NORD OVEST|CNIC813001|CNIC813001|"CEVA ""A.MOMIGLIANO"""|"CEVA ""A.MOMIGLIANO"""|CEVA|ISTITUTO COMPRENSIVO|VIA        LEOPOLDO MARENCO    N 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC81400R|CNIC81400R|BOSSOLASCO-MURAZZANO|BOSSOLASCO-MURAZZANO|BOSSOLASCO|ISTITUTO COMPRENSIVO|PIAZZA CADUTI PER LA PATRIA N. 1|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNAA811016|SAN MICHELE MONDOVI'|NIELLA TANARO-CAPOLUOGO|NIELLA TANARO|SCUOLA INFANZIA|VIA XX SETTEMBRE 110|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNAA811027|SAN MICHELE MONDOVI'|INF.  TORRE MONDOVI'-CAPOLUOGO|TORRE MONDOVI'|SCUOLA INFANZIA|VIA UMBERTO I N. 35|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNAA811038|SAN MICHELE MONDOVI'|VICOFORTE-FRAZ.SANTUARIO|VICOFORTE|SCUOLA INFANZIA|VIA AL SANTUARIO N. 7|CUNEO|PIEMONTE||
NORD OVEST|CNIC811009|CNAA811049|SAN MICHELE MONDOVI'|INFANZIA SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA INFANZIA|P.ZA DON PENNINO N. 2|CUNEO|PIEMONTE||
NORD OVEST|CNIC85300B|CNAA85304B|ALBA QUARTIERE MUSSOTTO E SX TA|GUARENE FRAZ.VACCHERIA|GUARENE|SCUOLA INFANZIA|VIA ALDO MORO N.2|CUNEO|PIEMONTE||
NORD OVEST|CNIC80200E|CNMM80202L|MOROZZO|MOROZZO SS CASTELLETTO STURA|CASTELLETTO STURA|SCUOLA PRIMO GRADO|VIA CUNEO 2|CUNEO|PIEMONTE|40.0|S
