AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento|DESCRIZIONE_SINTETICA_CUP|ANNO_DECISIONE|STATO_PROGETTO|COSTO_PROGETTO|FINANZIAMENTO_PROGETTO|CODICE_STATO|STATO|CODICE_AREA_GEOGRAFICA|AREA_GEOGRAFICA|CODICE_REGIONE|CODICE_PROVINCIA|SIGLA_PROVINCIA|CODICE_COMUNE|PIVA_CODFISCALE_SOG_TITOLARE|SOGGETTO_TITOLARE|INDIRIZZO_SOG_TITOLARE|TIPO_INDIRIZZO_SOG_TITOLARE|NUM_CIVICO_SOG_TITOLARE|LOCALITA_SOG_TITOLARE|CAP_SOGGETTO_TITOLARE|COMUNE_SOGGETTO_TITOLARE|CODICE_COMUNE_SOGG_TITOLARE|CODICE_SOTTOCATEG_SOGGETTO|SOTTOCATEGORIA_SOGGETTO|CODICE_CATEGORIA_SOGGETTO|CATEGORIA_SOGGETTO|CODICE_AREA_SOGGETTO|AREA_SOGGETTO|CODICE_NATURA_INTERVENTO|NATURA_INTERVENTO|CODICE_TIPO_INTERVENTO|TIPOLOGIA_INTERVENTO|CODICE_AREA_INTERVENTO|AREA_INTERVENTO|CODICE_SETTORE_INTERVENTO|SETTORE_INTERVENTO|CODICE_SOTTOSETTORE_INTERVENTO|SOTTOSETTORE_INTERVENTO|CODICE_CATEGORIA_INTERVENTO|CATEGORIA_INTERVENTO|SOGGETTO_RICHIEDENTE|TIPOLOGIA_CUP|DESCRIZIONE_INTERVENTO|STRUTTURA_INFRASTRUTTURA|INDIRIZZO_INTERVENTO|NUMERO_DELIBERA_CIPE|ANNO_DELIBERA|FLAG_LEGGE_OBIETTIVO|FINANZA_PROGETTO|FLAG_TIPO_GENERICO|CUP_IN_RELAZIONE|RUOLO_IN_RELAZIONE|DESC_TIPO_RELAZIONE|DATA_ULTIMA_MODIFICA_SSC|DATA_ULTIMA_MODIFICA_UTENTE|DATA_CHIUSURA_REVOCA|CODICE_LOCALE_PROGETTO|CODICE_STRUMENTO_PROGRAM|STRUMENTO_PROGRAMMAZIONE|CODICE_COPERTURA_FINANZIARIA|COPERTURA_FINANZIARIA|SPONSORIZZAZIONI|ALTRE_INFORMAZIONI|DATA_GENERAZIONE_CUP|CONTROLLO_QUALITA|CUP_MASTER|RAGIONI_COLLEGAMENTO|LINK_OPENCOESIONE|LINK_SCUOLE_SICURE
NORD OVEST|CNIC84500C|CNIC84500C|VERZUOLO|VERZUOLO|ISTITUTO COMPRENSIVO|VIA EUROPA ,  5|CUNEO|PIEMONTE||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80200E|CNEE80204Q|MONTANERA - CAPOL.|MONTANERA|SCUOLA PRIMARIA|VIA CAMPO SPORTIVO|CUNEO|PIEMONTE|0041360001|CN|Attivo|SI|NO|NO|Non Comunicato|-|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|1.650,00|1.160,00|4.750,00|Non Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Sicure - CIPE 30/06/2014|Montanera|MIUR|2017-07-31|2017-05-22|2017-06-30|MONTANERA|COMUNE|CNIC80200E|||44.462824|7.667731|Manutenzione Straordinaria|Start|C66J08000500004|51508.0|51508.0|EDIFICIO SCOLASTICO COMUNALE*VIA CAMPO SPORTIVO*MANUTENZIONE STRAORDINARIA |2008|ATTIVO|51508|51508|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4136.0|00505700047|COMUNE DI MONTANERA - CUNEO -|MARCONI|VIA|5|MONTANERA|12040|MONTANERA|4136|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|7.0|MANUTENZIONE STRAORDINARIA|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI MONTANERA - CUNEO -|NORMALE|MANUTENZIONE STRAORDINARIA |EDIFICIO SCOLASTICO COMUNALE|VIA CAMPO SPORTIVO|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||30-NOV-17||||0|ASSENTE|4|COMUNALE|NON PREVISTE||01-MAR-17|Il corredo informativo di questo CUP è stato visionato, almeno parzialmente||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=108515
NORD OVEST|CNIC80200E|CNEE80205R|"MOROZZO - ""CAV. ALDO ROSSI"""|MOROZZO|SCUOLA PRIMARIA|PIAZZA C. BARBERO 8|CUNEO|PIEMONTE|0041440003|CN|Attivo|NO|NO|SI|Non Comunicato|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|2.100,00|1.620,00|4.100,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione Comunale|2017-12-15|2017-04-01|2017-09-28|COMUNE di Demonte|COMUNE|CNIC80300A|||44.315734|7.292756|Miglioramento sismico|Cantiere aperto|C31E15000500002|240000.0|40225.0|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO*VIA PEANO N. 6*MIGLIORAMENTO SISMICO|2015|ATTIVO|240000|140000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI DEMONTE - CUNEO -|NORMALE|MIGLIORAMENTO SISMICO|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO|||||13-JUL-16|||0|ASSENTE|4|COMUNALE|PREVISTE SPONSORIZZAZIONI PARZIALI||16-DEC-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101400
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione Comunale|2017-12-15|2017-04-01|2017-09-28|COMUNE di Demonte|COMUNE|CNIC80300A|||44.315734|7.292756|Miglioramento sismico|Cantiere aperto|C31E15000500002|240000.0|40225.0|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO*VIA PEANO N. 6*MIGLIORAMENTO SISMICO|2015|ATTIVO|240000|140000|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI DEMONTE - CUNEO -|NORMALE|MIGLIORAMENTO SISMICO|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO|||||13-JUL-16|||0.0|ASSENTE|4.0|COMUNALE|PREVISTE SPONSORIZZAZIONI PARZIALI||16-DEC-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=106250
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione Comunale|2017-12-15|2017-04-01|2017-09-28|COMUNE di Demonte|COMUNE|CNIC80300A|||44.315734|7.292756|Miglioramento sismico|Cantiere aperto|C31E15000500002|240000.0|40225.0|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO*VIA PEANO N. 6*MIGLIORAMENTO SISMICO|2015|ATTIVO|240000|140000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI DEMONTE - CUNEO -|NORMALE|MIGLIORAMENTO SISMICO|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO|||||13-JUL-16|||00|ASSENTE|007|PRIVATA|PREVISTE SPONSORIZZAZIONI PARZIALI||16-DEC-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=106250
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione Comunale|2017-12-15|2017-04-01|2017-09-28|COMUNE di Demonte|COMUNE|CNIC80300A|||44.315734|7.292756|Miglioramento sismico|Cantiere aperto|C31E15000500002|240000.0|40225.0|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO*VIA PEANO N. 6*MIGLIORAMENTO SISMICO|2015|ATTIVO|240000|140000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI DEMONTE - CUNEO -|NORMALE|MIGLIORAMENTO SISMICO|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO|||||13-JUL-16|||00|ASSENTE|007|PRIVATA|PREVISTE SPONSORIZZAZIONI PARZIALI||16-DEC-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101400
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione comunale|2017-12-15|2016-10-19|2017-12-31|Demonte|COMUNE||||44.315897|7.29254|Adeguamento impiantistica e/o antincendio|Cantiere aperto|C37B16000160004|47750.0|47750.0|"REALIZZAZIONE NUOVO IMPIANTO ELETTRICO DELL'ISTITUTO COMPRENSIVO ""LALLA ROMANO"" - ALA ANTERIORE - I LOTTO*VIA PEANO N. 6*REALIZZAZIONE EX NOVO DELL'IMPIANTO ELETTRICO"|2016|ATTIVO|47750|47750|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|1.0|NUOVA REALIZZAZIONE|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI DEMONTE - CUNEO -|NORMALE|REALIZZAZIONE EX NOVO DELL'IMPIANTO ELETTRICO|"REALIZZAZIONE NUOVO IMPIANTO ELETTRICO DELL'ISTITUTO COMPRENSIVO ""LALLA ROMANO"" - ALA ANTERIORE - I LOTTO"|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||00|ASSENTE|004|COMUNALE|NON PREVISTE||01-AUG-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione comunale|2017-12-15|2016-11-03|2017-12-31|Demonte|COMUNE||||44.315754|7.29299|Adeguamento impiantistica e/o antincendio|Cantiere aperto|C37B16000170004|50450.0|50450.0|"REALIZZAZIONE DEL NUOVO IMPIANTO TERMICO DELL'ISTITUTO COMPRENSIVO ""LALLA ROMANO""*VIA PEANO N. 6*REALIZZAZIONE EX NOVO DELL'IMPIANTO TERMICO"|2016|ATTIVO|50450|50450|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|1.0|NUOVA REALIZZAZIONE|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI DEMONTE - CUNEO -|NORMALE|REALIZZAZIONE EX NOVO DELL'IMPIANTO TERMICO|"REALIZZAZIONE DEL NUOVO IMPIANTO TERMICO DELL'ISTITUTO COMPRENSIVO ""LALLA ROMANO"""|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||0|ASSENTE|4|COMUNALE|NON PREVISTE||01-AUG-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Demonte|Amministrazione comunale|2017-12-15|2017-06-05|2017-12-31|Demonte|COMUNE||||44.315718|7.2926470000000005|Miglioramento sismico|Cantiere aperto|C36J16000790004|150000.0|150000.0|EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO LALLA ROMANO*VIA PEANO N. 6*MIGLIORAMENTO SISMICO DELL'EDIFICIO|2016|ATTIVO|150000|150000|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|9.0|MANUTENZIONE STRAORDINARIA CON EFFICIENTAMENTO ENERGETICO|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI DEMONTE - CUNEO -|NORMALE|MIGLIORAMENTO SISMICO DELL'EDIFICIO|EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO LALLA ROMANO|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||||||0.0|ASSENTE|4.0|COMUNALE|NON PREVISTE||30-DEC-16|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Demonte|MIUR|2017-07-31|2016-03-21|2017-03-27|DEMONTE|COMUNE|CNIC80300A||Gli interventi riguardano l`adeguamento sismico della struttura e consistono nell’inserimento di appositi rinforzi. nel rifacimento dei tramezzi in cartongesso e dei tamponamenti esterni. e nella realizzazione di un cappotto termico.|44.315732000000004|7.2927919999999995|Efficientamento energetico|Concluso|C31E15000300001|800000.0|799904.2|ISTITUTO COMPRENSIVO STATALE LALLA ROMANO*VIA PEANO 6*ALA ANTERIORE, PIANI SEMINTERRATO E RIALZATO: ADEGUAMENTO SISMICO|2015|ATTIVO|800000|800000|5|ITALIA|NO|NORD-OVEST|1.0|4.0|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079.0|0004|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|10.0|MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|87.0|SCUOLE ELEMENTARI, MEDIE E SUPERIORI|COMUNE DI DEMONTE - CUNEO -|NORMALE|ALA ANTERIORE, PIANI SEMINTERRATO E RIALZATO: ADEGUAMENTO SISMICO|ISTITUTO COMPRENSIVO STATALE LALLA ROMANO|VIA PEANO 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO||||24-NOV-17||||99|ALTRO|001|STATALE|NON PREVISTE||12-OCT-15|Il corredo informativo di questo CUP è stato visionato, almeno parzialmente||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=98245
NORD OVEST|CNIC80300A|CNEE80301C|DEMONTE|DEMONTE|SCUOLA PRIMARIA|VIA PEANO 6|CUNEO|PIEMONTE|0040790001|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|SI|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Demonte|Amministrazione comunale|2017-11-28|2017-06-08|2018-06-30|COMUNE di Demonte|COMUNE||||44.314945|7.295239|Adeguamento impiantistica e/o antincendio , Adeguamento sismico|Cantiere aperto|C31E15000500002|240000.0|81300.8|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO*VIA PEANO N. 6*MIGLIORAMENTO SISMICO|2015|ATTIVO|240000|140000|5|ITALIA|NO|NORD-OVEST|1.0|4|CN|4079.0|80001930041|COMUNE DI DEMONTE - CUNEO -|MARTIRI E CADUTI PER LA LIBERTA'||13|DEMONTE|12014|DEMONTE|4079|4|AMMINISTRAZIONI COMUNALI|7.0|ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO|PAL|AMMINISTRAZIONI LOCALI|3.0|REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA)|4.0|RISTRUTTURAZIONE (PER CAMBIO DI DESTINAZIONE D'USO)|1.0|IMMOBILI|5.0|INFRASTRUTTURE SOCIALI|8.0|SOCIALI E SCOLASTICHE|86.0|ALTRI EDIFICI SCOLASTICI|COMUNE DI DEMONTE - CUNEO -|NORMALE|MIGLIORAMENTO SISMICO|MIGLIORAMENTO SISMICO DELL?EDIFICIO ADIBITO AD ISTITUTO COMPRENSIVO STATALE ?LALLA ROMANO? ? II LOTTO|VIA PEANO N. 6|DATO NON PRESENTE|DATO NON PRESENTE|N|NO|NO|||||13-JUL-16|||0|ASSENTE|4|COMUNALE|PREVISTE SPONSORIZZAZIONI PARZIALI||16-DEC-15|Il corredo informativo del CUP non è stato visionato||||http://www.cantieriscuole.it/dettaglio_intervento.aspx?id=101400
