AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME|SPAZIDIDATTICI|AULAMAGNA|MENSA|PALESTRAPISCINA|SPAZIAMMINISTRATIVI|SCUOLABUS|TRASPORTIPUBBLICIURBANI|TRASPORTIPUBBLICIINTERURBANI|TRASPORTIFERROVIARI|MEZZIPRIVATI|TRASPORTODISABILI|Linea_finanziamento|COMUNE|FONTE|Data_aggiornamento_lavori|Data_inizio|Data_fine|ENTE_RICHIEDENTE|TIPOLOGIA_ENTE_RICHIEDENTE|COD_PRINC|OGGETTO_INTERVENTO|INFO_AGGIUNTIVE|LATITUDINE|LONGITUDINE|TIPO_INTERVENTO|STATO LAVORI|CUP|Importo totale opera|Finanziamento/ Provvedimento
NORD OVEST|CNIC825007|CNEE82504C|NARZOLE - CAPOLUOGO|NARZOLE|SCUOLA PRIMARIA|VIA MICHELANGELO|CUNEO|PIEMONTE|0041470002|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|2.340,00|1.690,00|5.850,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|SI|NO|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Narzole|Amministrazione Comunale|2017-11-28|2017-06-20|2017-07-25|COMUNE di Narzole|COMUNE|CNIC825007|||44.595253|7.868788|Manutenzione straordinaria|Concluso|D84H17000110004|110000,0000|105242,0000
NORD OVEST|CNIC825007|CNEE82504C|NARZOLE - CAPOLUOGO|NARZOLE|SCUOLA PRIMARIA|VIA MICHELANGELO|CUNEO|PIEMONTE|0041470002|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|2.340,00|1.690,00|5.850,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|SI|NO|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Narzole|Amministrazione comunale|2017-11-28|2016-09-01|2016-09-30|COMUNE di Narzole|COMUNE||||44.594768|7.868866000000001|Accessibilita` e abbattimento delle barriere architettoniche|Concluso|D87B16000140004|67000,0000|67000,0000
NORD OVEST|CNIC85300B|CNEE85301D|ALBA-MUSSOTTO|ALBA|SCUOLA PRIMARIA|VIA DELPIANO N. 11|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85300B|CNEE85302E|AUGUSTO DACOMO- MONTICELLO ALBA|MONTICELLO D'ALBA|SCUOLA PRIMARIA|VIA M. NANTIAT, 2|CUNEO|PIEMONTE|0041420005|CN|Attivo|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|3.0|941,00|691,00|3.100,00|Esiste|Non Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC85300B|CNEE85303G|GUARENE - CAPOLUOGO|GUARENE|SCUOLA PRIMARIA|PIAZZA S.ROCCO N.6|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85300B|CNEE85304L|GUARENE - FRAZ. VACCHERIA|GUARENE|SCUOLA PRIMARIA|VIA MULINO VECCHIO|CUNEO|PIEMONTE|0041010002|CN|Attivo|NO|NO|NO|Non Comunicato|NO|SI|NO|1980|Informazione assente|-|Informazione assente|3.0|3.400,00|2.630,00|2.800,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Guarene|Amministrazione Comunale|2017-12-15|2017-04-30|2017-07-07|COMUNE di Guarene|COMUNE|CNIC85300B|||44.727338|8.044639|Efficentamento energetico|Cantiere aperto|B76J17000020001|98000,0000|98000,0000
NORD OVEST|CNIC854007|CNEE854019|ALBA - MARIA MONTESSORI|ALBA|SCUOLA PRIMARIA|VIA SAN PIO V, 9|CUNEO|PIEMONTE|0040030015|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1960|Informazione assente|-|Informazione assente|3.0|3.655,00|3.189,00|4.689,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC854007|CNEE854019|ALBA - MARIA MONTESSORI|ALBA|SCUOLA PRIMARIA|VIA SAN PIO V, 9|CUNEO|PIEMONTE|0040030034|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|-|dal 1976 in poi|-|Informazione assente|2.0|-|-|4.027,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC854007|CNEE85402A|ALBA-RODARI-PIAVE SAN CASSIANO|ALBA|SCUOLA PRIMARIA|C.SO EUROPA,134|CUNEO|PIEMONTE|0040030009|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1979|Informazione assente|-|Informazione assente|3.0|10.203,00|6.993,00|18.114,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC855003|CNEE855015|ALBA-BORGO MORETTA|ALBA|SCUOLA PRIMARIA|VIA DE AMICIS N.1|CUNEO|PIEMONTE|0040030014|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|dal 1976 in poi|-|Informazione assente|3.0|6.694,00|5.157,00|15.131,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|SI|NO|SI|NO|#Scuole Sicure - CIPE 30/06/2014|Alba|MIUR|2017-07-31|2015-04-01|2015-09-02|ALBA|COMUNE|CNIC855003|||44.686586|8.035719|Messa in sicurezza|Concluso|B81E13000300001|500000,0000|500000,0000
NORD OVEST|CNIC855003|CNEE855015|ALBA-BORGO MORETTA|ALBA|SCUOLA PRIMARIA|VIA DE AMICIS N.1|CUNEO|PIEMONTE|0040030028|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|-|-|9.489,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Alba|Amministrazione Comunale|2017-12-15|2018-03-26|2018-10-24|COMUNE di Alba|COMUNE|CNMM162004|||44.699053|8.035876|Ampliamento|In approvazione|B81E17000050002|236500,0000|160000,0000
NORD OVEST|CNIC85800E|CNAA85803D|MONDOVI'- PIANDELLAVALLE|MONDOVI'|SCUOLA INFANZIA|VIA S.FRANCESCO|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85800E|CNAA85804E|MONDOVI'-LOC.PIAZZA|MONDOVI'|SCUOLA INFANZIA|PIAZZA D'ARMI 11|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85900A|CNAA859017|"MONDOVI'-""IL GRILLO PARLANTE"""|MONDOVI'|SCUOLA INFANZIA|VIA BRA 45|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80600T|CNAA80602Q|CLAVESANA|CLAVESANA|SCUOLA INFANZIA|BORGATA GERINO 8|CUNEO|PIEMONTE|0040710002|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1946 e il 1960|1984|Informazione assente|2.0|200,00|2.650,00|900,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|SI|NO|Decreto Mutui BEI seconda annualità - Decreto Interministeriale n. 390 del 6 giugno 2017|Clavesana|MIUR|2017-10-02|||CLAVESANA|COMUNE|CNIC80600T|||44.479690000000005|7.901781|Ristrutturazione|Start||0,0000|395000,0000
NORD OVEST|CNIC80600T|CNAA80603R|CARRU'|CARRU'|SCUOLA INFANZIA|CORSO LUIGI EINAUDI 10|CUNEO|PIEMONTE|0040430001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1800 e il 1899|-|Informazione assente|3.0|1.693,00|943,00|3.512,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|SI|NO|NO|SI|NO|Decreto Mutui BEI prima annualità - Decreto Interministeriale 23 gennaio 2015|Carrù|MIUR|2017-07-31|2016-04-21|2017-07-15|CARRU`|COMUNE|CNIC80600T|||44.477996000000005|7.873856|Efficientamento energetico|Cantiere aperto|J31E15000580001|783339,5000|783339,5000
NORD OVEST|CNIC80600T|CNAA80604T|ROCCA DE' BALDI - FRAZ. CRAVA|ROCCA DE' BALDI|SCUOLA INFANZIA|VIA PEIRONE, 53 B|CUNEO|PIEMONTE|0041890002|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1800 e il 1899|-|prima del 1945|2.0|2.600,00|1.956,00|3.864,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC84300R|CNAA84305T|D.PIETRO SPERINO  VILLAFALLETTO|VILLAFALLETTO|SCUOLA INFANZIA|VIA ROMA N. 2|CUNEO|PIEMONTE|0042440003|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|prima del 1800|-|Informazione assente|2.0|1.240,00|723,00|3.200,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC804006|CNEE80406D|MONTEROSSO GRANA - PRIMARIA|MONTEROSSO GRANA|SCUOLA PRIMARIA|VIA MISTRAL N. 24|CUNEO|PIEMONTE|0041390002|CN|Attivo|NO|NO|NO|Rischio bassa sismicità (S=6)|SI|SI|NO|2013|Informazione assente|-|Informazione assente|3.0|1.769,00|1.315,00|3.540,00|Esiste|Non Comunicato|Esiste|Non Comunicato|Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC817008|CNIC817008|SOMMARIVA DEL BOSCO|SOMMARIVA DEL BOSCO|ISTITUTO COMPRENSIVO|VIA GIANSANA N.37|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85600V|CNEE856011|ALBA F.LLI AMBROGIO-CENTRO ST.|ALBA|SCUOLA PRIMARIA|VIA F.LLI AMBROGIO|CUNEO|PIEMONTE|0040030012|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1968|Informazione assente|-|Informazione assente|3.0|4.388,00|2.324,00|14.396,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|NO|#Scuole Sicure - CIPE 30/06/2014|Alba|MIUR|2017-07-31|2013-11-18|2013-12-17|ALBA|COMUNE|CNIC85600V|||44.696723999999996|8.038345|Messa in sicurezza|Concluso|B84H13000250004|31000,0000|31000,0000
NORD OVEST|CNIC85600V|CNEE856011|ALBA F.LLI AMBROGIO-CENTRO ST.|ALBA|SCUOLA PRIMARIA|VIA F.LLI AMBROGIO|CUNEO|PIEMONTE|0040030012|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1968|Informazione assente|-|Informazione assente|3.0|4.388,00|2.324,00|14.396,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|NO|NO|SI|NO|#Scuole Sicure - CIPE 30/06/2014|Alba|MIUR|2017-07-31|2014-07-14|2014-09-11|ALBA|COMUNE|CNIC85600V|||44.696432|8.03852|Bonifica Amianto|Concluso|B89E14000580004|188000,0000|47354,9300
NORD OVEST|CNIC85700P|CNEE85702T|CUNEO-SOLERI-OSPEDALE|CUNEO|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC85700P|CNEE85703V|"CUNEO-C. SOLERI ""PAOLA GARELLI"""|CUNEO|SCUOLA PRIMARIA|CORSO SOLERI,1|CUNEO|PIEMONTE|0040780026|CN|Attivo|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|4.0|3.800,00|1.550,00|40.500,00|Esiste|Esiste|Esiste|Esiste|Esiste|SI|SI|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC85700P|CNEE85704X|CUNEO-FRAZ.S.ROCCO CASTAGNARETT|CUNEO|SCUOLA PRIMARIA|PIAZZALE SAN SERENO, 3|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIS02400G|CNIS02400G|CUNEO -BIANCHI - VIRGINIO|CUNEO|ISTITUTO SUPERIORE|C.SO A. DE GASPERI 11|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80200E|CNIC80200E|MOROZZO|MOROZZO|ISTITUTO COMPRENSIVO|VIA LUCIANO EULA N. 8|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80300A|CNIC80300A|"DEMONTE  ""L. ROMANO"""|DEMONTE|ISTITUTO COMPRENSIVO|VIA G. PEANO      N.6|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC804006|CNIC804006|CARAGLIO|CARAGLIO|ISTITUTO COMPRENSIVO|C.SO       GIOVANNI XXIII      N.12|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80600T|CNIC80600T|CARRU|CARRU'|ISTITUTO COMPRENSIVO|VIA VACCHETTI   N.21|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC80700N|CNIC80700N|BENE VAGIENNA|BENE VAGIENNA|ISTITUTO COMPRENSIVO|VIALE RIMEMBRANZA N. 2|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC817008|CNEE81703C|"SOMMARIVA BOSCO ""A.PARATO""-CAP."|SOMMARIVA DEL BOSCO|SCUOLA PRIMARIA|VIA GIANSANA 37|CUNEO|PIEMONTE|0042220001|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Dal 1976 in poi|5.0|25.000,00|22.314,00|21.000,00|Esiste|Non Esiste|Esiste|Esiste|Esiste|SI|SI|SI|SI|SI|SI||||||||||||||||||
NORD OVEST|CNIC81400R|CNEE814109|SOMANO - CAPOLUOGO|SOMANO|SCUOLA PRIMARIA|VIA ROMA 1/A|CUNEO|PIEMONTE|0042210001|CN|Attivo|SI|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|2.0|700,00|590,00|910,00|Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC81400R|CNEE81411A|BORGOMALE - CAPOLUOGO|BORGOMALE|SCUOLA PRIMARIA|VIA PRINCIPALE, 5|CUNEO|PIEMONTE|0040240002|CN|Attivo|NO|NO|SI|Non classificato a rischio|SI|NO|SI|-|tra il 1921 e il 1945|2001|Informazione assente|3.0|715,00|365,00|1.140,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC81400R|CNEE81411A|BORGOMALE - CAPOLUOGO|BORGOMALE|SCUOLA PRIMARIA|VIA PRINCIPALE, 5|CUNEO|PIEMONTE|0040240003|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1921 e il 1945|2005|Informazione assente|2.0|110,00|-|560,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC81400R|CNEE81411A|BORGOMALE - CAPOLUOGO|BORGOMALE|SCUOLA PRIMARIA|VIA PRINCIPALE, 5|CUNEO|PIEMONTE|0040240004|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|-|dal 1976 in poi|-|Informazione assente|3.0|-|-|428,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|NO|NO|NO|NO||||||||||||||||||
NORD OVEST|CNIC81400R|CNEE81411A|BORGOMALE - CAPOLUOGO|BORGOMALE|SCUOLA PRIMARIA|VIA PRINCIPALE, 5|CUNEO|PIEMONTE|0040240005|CN|Attivo|NO|NO|SI|Non classificato a rischio|SI|NO|SI|-|tra il 1800 e il 1899|-|Informazione assente|2.0|81,00|66,00|396,00|Esiste|Non Esiste|Non Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC81600C|CNIC81600C|CORTEMILIA-SALICETO|CORTEMILIA|ISTITUTO COMPRENSIVO|VIA SALINO 1|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC817008|CNEE81702B|SANFRE'|SANFRE'|SCUOLA PRIMARIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|0042080001|CN|Attivo|SI|NO|NO|Non Comunicato|SI|SI|NO|1987|Informazione assente|-|Informazione assente|2.0|4.459,00|2.862,00|7.113,00|Esiste|Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Sanfrè|Amministrazione comunale|2017-03-23|2015-07-15|2015-12-01|Sanfr�|COMUNE|CNIC817008|"Istituto Comprensivo Statale ""Giovanni Arpino"" - Via Madonna del Popolo, 42"||44.753985|7.801242|Ripristino funzionale|Concluso|B64H15001320004|45000,0000|43462,0600
NORD OVEST|CNIC817008|CNEE81702B|SANFRE'|SANFRE'|SCUOLA PRIMARIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|0042080001|CN|Attivo|SI|NO|NO|Non Comunicato|SI|SI|NO|1987|Informazione assente|-|Informazione assente|2.0|4.459,00|2.862,00|7.113,00|Esiste|Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Sanfrè|Amministrazione comunale|2017-03-23|2014-11-24|2015-12-31|Sanfr�|COMUNE|CNIC817008|||44.753876|7.801402|Ripristino funzionale|Concluso|affid.diretto1|11374,0000|10985,2800
NORD OVEST|CNIC817008|CNEE81702B|SANFRE'|SANFRE'|SCUOLA PRIMARIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|0042080001|CN|Attivo|SI|NO|NO|Non Comunicato|SI|SI|NO|1987|Informazione assente|-|Informazione assente|2.0|4.459,00|2.862,00|7.113,00|Esiste|Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Sanfrè|Amministrazione comunale|2017-03-23|2014-10-27|2014-11-05|Sanfr�|COMUNE|CNIC817008|||44.754025|7.801207000000001|Riqualificazione|Concluso|affdam.diretto2|12650,0000|12217,6700
NORD OVEST|CNIC817008|CNEE81702B|SANFRE'|SANFRE'|SCUOLA PRIMARIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|0042080001|CN|Attivo|SI|NO|NO|Non Comunicato|SI|SI|NO|1987|Informazione assente|-|Informazione assente|2.0|4.459,00|2.862,00|7.113,00|Esiste|Esiste|Non Comunicato|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|SI|#Scuole Nuove - Sblocco Patto Comuni 2014-2015 - D.L. 66/2014 art. 48 c. 1|Sanfrè|Amministrazione comunale|2017-03-23|2014-11-24|2014-12-06|Sanfr�|COMUNE|CNIC817008|||44.753746|7.801292999999999|Ripristino funzionale|Concluso|affidam.dirett3|3453,0000|3334,9900
NORD OVEST|CNIC817008|CNEE81702B|SANFRE'|SANFRE'|SCUOLA PRIMARIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|0042080004|CN|Attivo|SI|NO|NO|Non Comunicato|NO|SI|NO|1989|Informazione assente|-|Informazione assente|1.0|4.459,00|2.862,00|3.025,00|Non Esiste|Non Esiste|Non Esiste|Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC818004|CNEE818027|CORNELIANO D'ALBA CAPOLUOGO|CORNELIANO D'ALBA|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720003|CN|Attivo|SI|-|SI|Non Comunicato|-|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|2.359,00|1.309,00|4.181,00|Esiste|Non Esiste|Non Comunicato|Esiste|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC818004|CNEE818027|CORNELIANO D'ALBA CAPOLUOGO|CORNELIANO D'ALBA|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720004|CN|Attivo|SI|-|-|Non Comunicato|-|SI|NO|1980|Informazione assente|-|Informazione assente|1.0|2.359,00|1.309,00|2.000,00|Esiste|Non Esiste|Non Comunicato|Non Comunicato|Non Esiste|SI|NO|SI|NO|SI|SI|#SBLOCCASCUOLE 2017 -  DM 26 aprile 2017|Corneliano d`Alba|Amministrazione Comunale|2017-12-15|2017-07-01|2017-08-31|COMUNE di Corneliano d`Alba|COMUNE|CNIC818004|||44.734970000000004|7.960342999999999|Efficentamento energetico|Cantiere aperto|G56J17000000004|315000,0000|315000,0000
NORD OVEST|CNIC818004|CNEE818027|CORNELIANO D'ALBA CAPOLUOGO|CORNELIANO D'ALBA|SCUOLA PRIMARIA|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720005|CN|Attivo|SI|-|-|Non Comunicato|-|SI|NO|2002|Informazione assente|-|Informazione assente|1.0|2.359,00|1.309,00|640,00|Esiste|Non Esiste|Non Comunicato|Non Comunicato|Non Esiste|SI|NO|SI|NO|SI|SI||||||||||||||||||
NORD OVEST|CNIC85600V|CNAA85601Q|ALBA-VIA CESARE BALBO|ALBA|SCUOLA INFANZIA|VIA CESARE BALBO 3|CUNEO|PIEMONTE|0040030003|CN|Attivo|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|2.0|1.370,00|788,00|4.250,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|NO|SI|NO|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC85600V|CNAA85602R|ALBA-VIA F.LLI AMBROGIO|ALBA|SCUOLA INFANZIA|VIA F.LLI AMBROGIO|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC812005|CNIC812005|VILLANOVA MONDOVI'|VILLANOVA MONDOVI'|ISTITUTO COMPRENSIVO|CORSO MARCONI 37|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC813001|CNIC813001|"CEVA ""A.MOMIGLIANO"""|CEVA|ISTITUTO COMPRENSIVO|VIA        LEOPOLDO MARENCO    N 1|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC81400R|CNIC81400R|BOSSOLASCO-MURAZZANO|BOSSOLASCO|ISTITUTO COMPRENSIVO|PIAZZA CADUTI PER LA PATRIA N. 1|CUNEO|PIEMONTE|||||||||||||||||||||||||||||||||||||||||||||||
NORD OVEST|CNIC811009|CNAA811016|NIELLA TANARO-CAPOLUOGO|NIELLA TANARO|SCUOLA INFANZIA|VIA XX SETTEMBRE 110|CUNEO|PIEMONTE|0041510001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|1930|Informazione assente|3.0|1.400,00|1.000,00|2.400,00|Esiste|Non Esiste|Esiste|Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC811009|CNAA811027|INF.  TORRE MONDOVI'-CAPOLUOGO|TORRE MONDOVI'|SCUOLA INFANZIA|VIA UMBERTO I N. 35|CUNEO|PIEMONTE|0042270001|CN|Attivo|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1921|Informazione assente|-|Informazione assente|3.0|530,00|315,00|2.065,00|Non Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|NO|NO|SI|NO|#SBLOCCASCUOLE 2016 -  DPCM 27 aprile 2016|Torre Mondovì|Amministrazione comunale|2017-11-28|2016-09-14|2016-09-28|COMUNE di Torre Mondov�|COMUNE||||44.351485|7.899750999999999|Efficientamento energetico|Concluso|I74H15000940004|18480,0000|13323,4000
NORD OVEST|CNIC811009|CNAA811038|VICOFORTE-FRAZ.SANTUARIO|VICOFORTE|SCUOLA INFANZIA|VIA AL SANTUARIO N. 7|CUNEO|PIEMONTE|0042420003|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|1999|Informazione assente|-|Informazione assente|1.0|1.600,00|1.000,00|2.400,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC811009|CNAA811038|VICOFORTE-FRAZ.SANTUARIO|VICOFORTE|SCUOLA INFANZIA|VIA AL SANTUARIO N. 7|CUNEO|PIEMONTE|0042420004|CN|Attivo|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2005|Informazione assente|-|Informazione assente|3.0|350,00|-|3.200,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|NO|SI|NO|SI|NO||||||||||||||||||
NORD OVEST|CNIC811009|CNAA811049|INFANZIA SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA INFANZIA|P.ZA DON PENNINO N. 2|CUNEO|PIEMONTE|0042100001|CN|Attivo|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1900|Informazione assente|-|Informazione assente|3.0|845,00|340,00|3.800,00|Esiste|Non Esiste|Esiste|Non Esiste|Esiste|SI|SI|NO|SI|SI|NO||||||||||||||||||
NORD OVEST|CNIC85300B|CNAA85304B|GUARENE FRAZ.VACCHERIA|GUARENE|SCUOLA INFANZIA|VIA ALDO MORO N.2|CUNEO|PIEMONTE|0041010003|CN|Attivo|NO|NO|NO|Non Comunicato|NO|SI|NO|1992|Informazione assente|-|Informazione assente|1.0|2.800,00|2.390,00|1.300,00|Esiste|Non Esiste|Esiste|Non Esiste|Non Esiste|SI|SI|SI|NO|SI|NO||||||||||||||||||
