AREAGEOGRAFICA|CODICEISTITUTORIFERIMENTO|CODICESCUOLA|DENOMINAZIONEISTITUTORIFERIMENTO|DENOMINAZIONESCUOLA|DESCRIZIONECOMUNE|DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA|INDIRIZZOSCUOLA|PROVINCIA|REGIONE|CODICEEDIFICIO|SIGLAPROVINCIA|STATOEDIFICIO|ANNOSCOLASTICO|VINCOLIIDROGEOLOGICI|VINCOLIPAESAGGIO|EDIFICIOVETUSTO|VINCOLIZONASISMICA|PROGETTAZIONEANTISISMICA|USOSCOLASTICO|ALTRIUSI|ANNOCOSTRUZIONE|FASCIAETACOSTRUZIONE|ANNOADATTAMENTO|FASCIAETAADATTAMENTO|NUMEROPIANI|SPERFICIEAREATOTALE|SPERFICIEAREALIBERA|VOLUME
NORD OVEST|CNIC81400R|CNIC81400R|BOSSOLASCO-MURAZZANO|BOSSOLASCO-MURAZZANO|BOSSOLASCO|ISTITUTO COMPRENSIVO|PIAZZA CADUTI PER LA PATRIA N. 1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC811009|CNAA811016|SAN MICHELE MONDOVI'|NIELLA TANARO-CAPOLUOGO|NIELLA TANARO|SCUOLA INFANZIA|VIA XX SETTEMBRE 110|CUNEO|PIEMONTE|0041510001|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|1930|Informazione assente|3.0|1.400,00|1.000,00|2.400,00
NORD OVEST|CNIC811009|CNAA811027|SAN MICHELE MONDOVI'|INF.  TORRE MONDOVI'-CAPOLUOGO|TORRE MONDOVI'|SCUOLA INFANZIA|VIA UMBERTO I N. 35|CUNEO|PIEMONTE|0042270001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1921|Informazione assente|-|Informazione assente|3.0|530,00|315,00|2.065,00
NORD OVEST|CNIC811009|CNAA811038|SAN MICHELE MONDOVI'|VICOFORTE-FRAZ.SANTUARIO|VICOFORTE|SCUOLA INFANZIA|VIA AL SANTUARIO N. 7|CUNEO|PIEMONTE|0042420003|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|SI|NO|1999|Informazione assente|-|Informazione assente|1.0|1.600,00|1.000,00|2.400,00
NORD OVEST|CNIC811009|CNAA811038|SAN MICHELE MONDOVI'|VICOFORTE-FRAZ.SANTUARIO|VICOFORTE|SCUOLA INFANZIA|VIA AL SANTUARIO N. 7|CUNEO|PIEMONTE|0042420004|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2005|Informazione assente|-|Informazione assente|3.0|350,00|-|3.200,00
NORD OVEST|CNIC811009|CNAA811049|SAN MICHELE MONDOVI'|INFANZIA SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SCUOLA INFANZIA|P.ZA DON PENNINO N. 2|CUNEO|PIEMONTE|0042100001|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|1900|Informazione assente|-|Informazione assente|3.0|845,00|340,00|3.800,00
NORD OVEST|CNIC85300B|CNAA85304B|ALBA QUARTIERE MUSSOTTO E SX TA|GUARENE FRAZ.VACCHERIA|GUARENE|SCUOLA INFANZIA|VIA ALDO MORO N.2|CUNEO|PIEMONTE|0041010003|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|NO|SI|NO|1992|Informazione assente|-|Informazione assente|1.0|2.800,00|2.390,00|1.300,00
NORD OVEST|CNIC80200E|CNMM80202L|MOROZZO|MOROZZO SS CASTELLETTO STURA|CASTELLETTO STURA|SCUOLA PRIMO GRADO|VIA CUNEO 2|CUNEO|PIEMONTE|0040490001|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|10.000,00|9.449,00|6.267,00
NORD OVEST|CNIC80200E|CNMM80203N|MOROZZO|MOROZZO SS BEINETTE|BEINETTE|SCUOLA PRIMO GRADO|LARGO P. IMPASTATO E VITTIME MAFIA|CUNEO|PIEMONTE|0040160003|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|NO|SI|NO|1973|Informazione assente|-|Informazione assente|3.0|3.400,00|1.915,00|12.720,00
NORD OVEST|CNIC80300A|CNMM80301B|"DEMONTE  ""L. ROMANO"""|DEMONTE|DEMONTE|SCUOLA PRIMO GRADO|VIA G. PEANO N.6|CUNEO|PIEMONTE|0040790001|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|NO|SI|-|tra il 1961 e il 1975|-|tra il 1946 e il 1975|3.0|3.490,00|1.340,00|4.784,00
NORD OVEST|CNIC826003|CNIC826003|VENASCA-COSTIGLIOLE S.|VENASCA-COSTIGLIOLE S.|VENASCA|ISTITUTO COMPRENSIVO|VIA        MARCONI             N.4|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC82800P|CNIC82800P|"DRONERO ""G.GIOLITTI"""|"DRONERO ""G.GIOLITTI"""|DRONERO|ISTITUTO COMPRENSIVO|"P.ZA BATTAGLIONE ALPINI ""DRONERO"" N.4"|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC81600C|CNAA81605D|CORTEMILIA-SALICETO|MONESIGLIO-CAPOLUOGO|MONESIGLIO|SCUOLA INFANZIA|PIAZZA XX SETTEMBRE, 1|CUNEO|PIEMONTE|0041310001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1997|Informazione assente|-|Informazione assente|1.0|857,00|396,00|994,00
NORD OVEST|CNIC81600C|CNAA81606E|CORTEMILIA-SALICETO|SALICETO|SALICETO|SCUOLA INFANZIA|PIAZZA SAN LORENZO N. 1|CUNEO|PIEMONTE|0042010002|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|3.0|221,00|20,00|700,00
NORD OVEST|CNIC817008|CNAA817015|SOMMARIVA DEL BOSCO|"SOMMARIVA BOSCO ""SUOR C.DONINI"""|SOMMARIVA DEL BOSCO|SCUOLA INFANZIA|VIA GIANSANA 37|CUNEO|PIEMONTE|0042220001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1961 e il 1975|-|Dal 1976 in poi|5.0|25.000,00|22.314,00|21.000,00
NORD OVEST|CNIC817008|CNAA817026|SOMMARIVA DEL BOSCO|"SANFRE' ""V.LANDOLFO"""|SANFRE'|SCUOLA INFANZIA|VIA MADONNA DEL POPOLO|CUNEO|PIEMONTE|0042080003|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|NO|SI|NO|2003|Informazione assente|-|Informazione assente|2.0|2.500,00|1.860,00|3.200,00
NORD OVEST|CNIC80700N|CNMM80701P|BENE VAGIENNA|BENE VAGIENNA SS TRINITA'|TRINITA'|SCUOLA PRIMO GRADO|PIAZZA UMBERTO I N. 9|CUNEO|PIEMONTE|0042320002|CN|Attivo|201516.0|NO|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|1.350,00|880,00|3.900,00
NORD OVEST|CNIC80700N|CNMM80702Q|BENE VAGIENNA|"BENE VAGIENNA ""G.BOTERO"""|BENE VAGIENNA|SCUOLA PRIMO GRADO|VIA SAN GIOVANNI BOSCO|CUNEO|PIEMONTE|0040190004|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|tra il 1946 e il 1975|3.0|2.125,00|989,00|6.484,00
NORD OVEST|CNIC80700N|CNMM80702Q|BENE VAGIENNA|"BENE VAGIENNA ""G.BOTERO"""|BENE VAGIENNA|SCUOLA PRIMO GRADO|VIA SAN GIOVANNI BOSCO|CUNEO|PIEMONTE|0040190005|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|NO|SI|-|dal 1976 in poi|-|Dal 1976 in poi|4.0|-|-|6.000,00
NORD OVEST|CNIC854007|CNAA854014|ALBA QUARTIERE PIAVE S.CASSIANO|CARLO COLLODI|ALBA|SCUOLA INFANZIA|VIA ALDO MORO 49|CUNEO|PIEMONTE|0040030011|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1975|Informazione assente|-|Informazione assente|1.0|3.600,00|2.669,00|27.000,00
NORD OVEST|CNMM161008|CNCT70200B|CPIA 6 CUNEO - SALUZZO|CENTRO TERRITORIALE SALUZZO|SALUZZO|CENTRO TERRITORIALE|VIA DELLA CHIESA 17|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNMM162004|CNCT703007|CPIA 2 ALBA - MONDOVI'|CENTRO TERRITORIALE MONDOVI'|MONDOVI'|CENTRO TERRITORIALE|CORSO STATUTO, 17|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC854007|CNAA854025|ALBA QUARTIERE PIAVE S.CASSIANO|"ALBA-""BEPPE FENOGLIO"""|ALBA|SCUOLA INFANZIA|CORSO EUROPA, 132|CUNEO|PIEMONTE|0040030032|CN|Attivo|201516.0|NO|SI|NO|Non classificato a rischio|SI|SI|NO|2007|Informazione assente|-|Informazione assente|2.0|4.720,00|3.500,00|4.880,00
NORD OVEST|CNIC854007|CNAA854036|ALBA QUARTIERE PIAVE S.CASSIANO|ALBA-FRAZ.S.CASSIANO|ALBA|SCUOLA INFANZIA|VIA G. PIERONI, 64|CUNEO|PIEMONTE|0040030029|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|2001|Informazione assente|-|Informazione assente|1.0|3.395,00|2.820,00|2.287,00
NORD OVEST|CNIC83000P|CNIC83000P|"RACCONIGI ""B. MUZZONE"""|"RACCONIGI ""B. MUZZONE"""|RACCONIGI|ISTITUTO COMPRENSIVO|VIA        SACCO E VANZETTI N.1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC83100E|CNIC83100E|MORETTA|MORETTA|MORETTA|ISTITUTO COMPRENSIVO|VIA        MARTIRI LIBERTA'    10|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC804006|CNMM804017|CARAGLIO|CARAGLIO|CARAGLIO|SCUOLA PRIMO GRADO|CORSO GIOVANNI XXIII N.12|CUNEO|PIEMONTE|0040400001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|1955|Informazione assente|-|Informazione assente|4.0|4.417,00|2.399,00|16.359,00
NORD OVEST|CNIC80600T|CNMM80601V|CARRU|CARRU'|CARRU'|SCUOLA PRIMO GRADO|VIA SCUOLE MEDIE, 2|CUNEO|PIEMONTE|0040430003|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1970|Informazione assente|-|Informazione assente|4.0|9.400,00|6.943,00|15.255,00
NORD OVEST|CNIC80600T|CNMM80602X|CARRU|CARRU' SS ROCCA DE' BALDI|ROCCA DE' BALDI|SCUOLA PRIMO GRADO|VIA PEIRONE N.53/BIS|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC81400R|CNEE814097|BOSSOLASCO-MURAZZANO|SERRAVALLE LANGHE - CAPOLUOGO|SERRAVALLE LANGHE|SCUOLA PRIMARIA|PIAZZA DELLA CHIESA|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC855003|CNAA85501X|ALBA QUARTIERE MORETTA|ALBA-CORSO PIAVE|ALBA|SCUOLA INFANZIA|CORSO PIAVE N.98|CUNEO|PIEMONTE|0040030006|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1978|Informazione assente|-|Informazione assente|2.0|2.400,00|1.767,00|1.836,00
NORD OVEST|CNIC855003|CNAA855021|ALBA QUARTIERE MORETTA|ALBA - VIA CENCIO|ALBA|SCUOLA INFANZIA|VIA CENCIO N. 12|CUNEO|PIEMONTE|0040030031|CN|Attivo|201516.0|NO|SI|NO|Non classificato a rischio|SI|SI|NO|2005|Informazione assente|-|Informazione assente|2.0|4.550,00|3.800,00|2.200,00
NORD OVEST|CNIC855003|CNAA855032|ALBA QUARTIERE MORETTA|ALBA-VIA RORINE|ALBA|SCUOLA INFANZIA|VIA RORINE N. 32|CUNEO|PIEMONTE|0040030001|CN|Attivo|201516.0|NO|NO|-|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|1.0|2.877,00|2.013,00|2.194,00
NORD OVEST|CNIC855003|CNAA855043|ALBA QUARTIERE MORETTA|ALBA - VIA RIO MISURETO|ALBA|SCUOLA INFANZIA|VIA RIO MISURETO N. 19|CUNEO|PIEMONTE|0040030007|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1975|Informazione assente|-|Informazione assente|2.0|5.362,00|4.346,00|3.758,00
NORD OVEST|CNIC81600C|CNEE81609V|CORTEMILIA-SALICETO|"SALICETO - CAPOLUOGO ""A. MUZIO"""|SALICETO|SCUOLA PRIMARIA|VIA TENENTE MARTINI, 14|CUNEO|PIEMONTE|0042010001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|4.0|3.250,00|2.302,00|9.850,00
NORD OVEST|CNIC817008|CNEE81701A|SOMMARIVA DEL BOSCO|CERESOLE ALBA|CERESOLE ALBA|SCUOLA PRIMARIA|PIAZZA CACCIA|CUNEO|PIEMONTE|0040620001|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1971|Informazione assente|-|Informazione assente|4.0|3.702,00|2.367,00|9.330,00
NORD OVEST|CNIC820004|CNAA820011|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA-CAPOLUOGO|SANTA VITTORIA D'ALBA|SCUOLA INFANZIA|VIA CASTELLO 7|CUNEO|PIEMONTE|0042120001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|SI|NO|SI|-|prima del 1800|-|Dal 1976 in poi|3.0|700,00|530,00|2.000,00
NORD OVEST|CNIC820004|CNAA820022|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA-CINZANO|SANTA VITTORIA D'ALBA|SCUOLA INFANZIA|VIA DELLO SPUMANTE, 10|CUNEO|PIEMONTE|0042120002|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1977|Informazione assente|-|Informazione assente|3.0|3.700,00|3.080,00|5.952,00
NORD OVEST|CNMM161008|CNCT70100G|CPIA 6 CUNEO - SALUZZO|CENTRO TERRITORIALE  CUNEO|CUNEO|CENTRO TERRITORIALE|VIA BARBAROUX 7|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC84800X|CNEE848089|CUNEO - OLTRESTURA|CUNEO - FRAZ. S. BENIGNO|CUNEO|SCUOLA PRIMARIA|PIAZZALE DON GIOVANNI CAVALLO N. 4|CUNEO|PIEMONTE|0040780040|CN|Attivo|201516.0|NO|NO|SI|Non Comunicato|-|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|3.0|1.865,00|1.520,00|4.025,00
NORD OVEST|CNIC84900Q|CNEE84901T|DIANO D'ALBA - CAPOLUOGO|ALBA - FRAZ. S.ROCCO CHERASCA|ALBA|SCUOLA PRIMARIA|SAN ROCCO CHERASCA N.2|CUNEO|PIEMONTE|0040030030|CN|Attivo|201516.0|SI|SI|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1946 e il 1960|-|Informazione assente|2.0|1.025,00|680,00|-
NORD OVEST|CNIC84900Q|CNEE84902V|DIANO D'ALBA - CAPOLUOGO|"GRINZANE CAVOUR - ""S. VIGLINO"""|GRINZANE CAVOUR|SCUOLA PRIMARIA|VIA BRICCO 15|CUNEO|PIEMONTE|0041000001|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1973|Informazione assente|-|Informazione assente|3.0|10.000,00|8.800,00|13.700,00
NORD OVEST|CNIC84900Q|CNEE84903X|DIANO D'ALBA - CAPOLUOGO|"RODDI - ""ELSA MALFERRARI"""|RODDI|SCUOLA PRIMARIA|VIA SINEO, 1/A|CUNEO|PIEMONTE|0041940003|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|SI|SI|NO|2003|Informazione assente|-|Informazione assente|3.0|920,00|90,00|4.780,00
NORD OVEST|CNIC84900Q|CNEE849052|DIANO D'ALBA - CAPOLUOGO|"DIANO D'ALBA - CAP. ""EINAUDI"""|DIANO D'ALBA|SCUOLA PRIMARIA|P.ZA UMBERTO I 25/A|CUNEO|PIEMONTE|0040800004|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1900 e il 1920|-|Dal 1976 in poi|4.0|1.100,00|420,00|11.050,00
NORD OVEST|CNIC80800D|CNIC80800D|BORGO S. DALMAZZO|BORGO S. DALMAZZO|BORGO SAN DALMAZZO|ISTITUTO COMPRENSIVO|P.ZZA DON RAIMONDO VIALE N. 9|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC809009|CNIC809009|"""A. VASSALLO"" BOVES"|"""A. VASSALLO"" BOVES"|BOVES|ISTITUTO COMPRENSIVO|VIA DON CAVALLERA, 14|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC81000D|CNIC81000D|ROBILANTE|ROBILANTE|ROBILANTE|ISTITUTO COMPRENSIVO|PIAZZA DELLA PACE  N. 8|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC811009|CNIC811009|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|SAN MICHELE MONDOVI'|ISTITUTO COMPRENSIVO|VIA DELLE SCUOLE N.1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC818004|CNEE818016|SOMMARIVA PERNO|BALDISSERO D'ALBA-CAPOLUOGO|BALDISSERO D'ALBA|SCUOLA PRIMARIA|VIA XXV APRILE, N.10|CUNEO|PIEMONTE|0040100002|CN|Attivo|201516.0|SI|SI|SI|Non classificato a rischio|NO|SI|NO|1959|Informazione assente|-|Informazione assente|4.0|300,00|-|900,00
NORD OVEST|CNIC84900Q|CNEE849063|DIANO D'ALBA - CAPOLUOGO|RODELLO - CAPOLUOGO|RODELLO|SCUOLA PRIMARIA|P.ZA COMUNALE, 4|CUNEO|PIEMONTE|0041960001|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|2.0|1.100,00|400,00|1.468,00
NORD OVEST|CNIC84900Q|CNEE849063|DIANO D'ALBA - CAPOLUOGO|RODELLO - CAPOLUOGO|RODELLO|SCUOLA PRIMARIA|P.ZA COMUNALE, 4|CUNEO|PIEMONTE|0041960002|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|SI|NO|1986|Informazione assente|-|Informazione assente|2.0|-|-|1.109,00
NORD OVEST|CNIC84900Q|CNEE849074|DIANO D'ALBA - CAPOLUOGO|"SINIO -  ""ELIGIO COCCIO"""|SINIO|SCUOLA PRIMARIA|P.ZA DON MARCHISIO|CUNEO|PIEMONTE|0042200001|CN|Attivo|201516.0|SI|NO|NO|Non classificato a rischio|NO|NO|SI|-|tra il 1800 e il 1899|-|Dal 1976 in poi|2.0|672,00|450,00|666,00
NORD OVEST|CNIC85000X|CNEE850012|BUSCA GIOSUE CARDUCCI|BUSCA - CAPOLUOGO|BUSCA|SCUOLA PRIMARIA|VIA MICHELIS  1/2|CUNEO|PIEMONTE|0040340002|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|3.0|630,00|-|5.000,00
NORD OVEST|CNIC85000X|CNEE850012|BUSCA GIOSUE CARDUCCI|BUSCA - CAPOLUOGO|BUSCA|SCUOLA PRIMARIA|VIA MICHELIS  1/2|CUNEO|PIEMONTE|0040340003|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1990|Informazione assente|-|Informazione assente|8.0|1.130,00|205,00|10.950,00
NORD OVEST|CNIC85000X|CNEE850023|BUSCA GIOSUE CARDUCCI|BUSCA - FRAZ. CASTELLETTO|BUSCA|SCUOLA PRIMARIA|Non Disponibile|CUNEO|PIEMONTE|0040340004|CN|Attivo|201516.0|NO|NO|NO|Rischio bassa sismicità (S=6)|NO|SI|NO|1977|Informazione assente|-|Informazione assente|5.0|2.883,00|2.391,00|3.500,00
NORD OVEST|CNIC85700P|CNAA85701G|CUNEO-CORSO SOLERI|CUNEO-VIA XXVIII APRILE|CUNEO|SCUOLA INFANZIA|VIA XXVIII APRILE 25|CUNEO|PIEMONTE|0040780016|CN|Attivo|201516.0|NO|NO|NO|Non Comunicato|-|SI|NO|1978|Informazione assente|-|Informazione assente|2.0|1.900,00|1.170,00|3.285,00
NORD OVEST|CNIC81400R|CNEE814064|BOSSOLASCO-MURAZZANO|FEISOGLIO|FEISOGLIO|SCUOLA PRIMARIA|VIA FIRENZE, 31|CUNEO|PIEMONTE|0040880001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|NO|SI|1975|Informazione assente|1988|Informazione assente|3.0|1.232,00|1.010,00|2.163,00
NORD OVEST|CNIC81400R|CNEE814075|BOSSOLASCO-MURAZZANO|LEQUIO BERRIA - CAPOLUOGO|LEQUIO BERRIA|SCUOLA PRIMARIA|VIA LANGA, 5|CUNEO|PIEMONTE|0041060001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|SI|NO|1968|Informazione assente|-|Informazione assente|2.0|1.747,00|47,00|3.434,00
NORD OVEST|CNIC81400R|CNEE814086|BOSSOLASCO-MURAZZANO|NIELLA BELBO - CAPOLUOGO|NIELLA BELBO|SCUOLA PRIMARIA|PIAZZA SAN BERNARDINO, 3|CUNEO|PIEMONTE|0041500001|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|1971|Informazione assente|-|Informazione assente|2.0|685,00|449,00|1.534,00
NORD OVEST|CNIC86100A|CNAA861017|CUNEO VIA SOBRERO|"CUNEO- ""GHIGLIANO"" VIA NEGRELLI"|CUNEO|SCUOLA INFANZIA|VIA LUIGI NEGRELLI, 14|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC86100A|CNAA861028|CUNEO VIA SOBRERO|CUNEO-VIA ROSTAGNI|CUNEO|SCUOLA INFANZIA|VIA ROSTAGNI, 25|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNMM162004|CNCT70000Q|CPIA 2 ALBA - MONDOVI'|CENTRO TERRITORIALE ALBA|ALBA|CENTRO TERRITORIALE|VIA DE AMICIS 1|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNIC818004|CNMM818015|SOMMARIVA PERNO|SOMMARIVA PERNO|SOMMARIVA PERNO|SCUOLA PRIMO GRADO|VIA SAN GIOVANNI N. 12|CUNEO|PIEMONTE|0042230003|CN|Attivo|201516.0|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1963|Informazione assente|-|Informazione assente|3.0|3.764,00|2.100,00|7.723,00
NORD OVEST|CNIC818004|CNMM818026|SOMMARIVA PERNO|SOMMARIVA P. SS CORNELIANO|CORNELIANO D'ALBA|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720003|CN|Attivo|201516.0|SI|-|SI|Non Comunicato|-|SI|NO|-|tra il 1900 e il 1920|-|Informazione assente|2.0|2.359,00|1.309,00|4.181,00
NORD OVEST|CNIC818004|CNMM818026|SOMMARIVA PERNO|SOMMARIVA P. SS CORNELIANO|CORNELIANO D'ALBA|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720004|CN|Attivo|201516.0|SI|-|-|Non Comunicato|-|SI|NO|1980|Informazione assente|-|Informazione assente|1.0|2.359,00|1.309,00|2.000,00
NORD OVEST|CNIC818004|CNMM818026|SOMMARIVA PERNO|SOMMARIVA P. SS CORNELIANO|CORNELIANO D'ALBA|SCUOLA PRIMO GRADO|VIA DELLE SCUOLE N. 1|CUNEO|PIEMONTE|0040720005|CN|Attivo|201516.0|SI|-|-|Non Comunicato|-|SI|NO|2002|Informazione assente|-|Informazione assente|1.0|2.359,00|1.309,00|640,00
NORD OVEST|CNIC81900X|CNMM819011|LA MORRA|LA MORRA|LA MORRA|SCUOLA PRIMO GRADO|VIA CARLO ALBERTO N. 6|CUNEO|PIEMONTE|0041050002|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|prima del 1800|1912|Informazione assente|3.0|1.290,00|522,00|6.150,00
NORD OVEST|CNIC81900X|CNMM819011|LA MORRA|LA MORRA|LA MORRA|SCUOLA PRIMO GRADO|VIA CARLO ALBERTO N. 6|CUNEO|PIEMONTE|0041050003|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|NO|SI|-|tra il 1921 e il 1945|1983|Informazione assente|1.0|758,00|527,00|3.190,00
NORD OVEST|CNIC81900X|CNMM819022|LA MORRA|LA MORRA SS MONFORTE D'ALBA|MONFORTE D'ALBA|SCUOLA PRIMO GRADO|VIA RODDINO N.1|CUNEO|PIEMONTE|0041320003|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|3.0|4.850,00|4.280,00|3.280,00
NORD OVEST|CNIC81900X|CNMM819033|LA MORRA|LA MORRA SS BAROLO|BAROLO|SCUOLA PRIMO GRADO|PIAZZA CADUTI PER LA LIBERTA'|CUNEO|PIEMONTE|0040130002|CN|Attivo|201516.0|SI|NO|SI|Non classificato a rischio|NO|SI|NO|1959|Informazione assente|-|Informazione assente|4.0|1.074,00|524,00|4.770,00
NORD OVEST|CNIC820004|CNMM820015|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA|SANTA VITTORIA D'ALBA|SCUOLA PRIMO GRADO|VIA SERAFINA 14 BIS|CUNEO|PIEMONTE|0042120006|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|SI|SI|NO|2014|Informazione assente|-|Informazione assente|2.0|3.534,00|2.450,00|6.620,00
NORD OVEST|CNIC820004|CNMM820026|SANTA VITTORIA D'ALBA|S.VITTORIA ALBA SS POCAPAGLIA|POCAPAGLIA|SCUOLA PRIMO GRADO|PIAZZA PRINCIPESSA MARIA PIA|CUNEO|PIEMONTE|0041700005|CN|Attivo|201516.0|SI|SI|NO|Non classificato a rischio|NO|SI|NO|1992|Informazione assente|-|Informazione assente|3.0|1.500,00|787,00|12.851,00
NORD OVEST|CNIC82100X|CNMM821011|MONTA'|MONTA'|MONTA'|SCUOLA PRIMO GRADO|CORSO A. DE GASPERI N. 15|CUNEO|PIEMONTE|0041330003|CN|Attivo|201516.0|NO|NO|NO|Non classificato a rischio|NO|SI|NO|-|tra il 1961 e il 1975|-|Informazione assente|5.0|5.647,00|4.595,00|7.751,00
NORD OVEST|CNIC85900A|CNMM85901B|MONDOVI' 2|MONDOVI' CORDERO|MONDOVI'|SCUOLA PRIMO GRADO|VIA RISORGIMENTO, N. 16|CUNEO|PIEMONTE|||||||||||||||||||
NORD OVEST|CNPM010004|CNPM010004|"CUNEO - ""EDMONDO DE AMICIS"""|"CUNEO - ""EDMONDO DE AMICIS"""|CUNEO|ISTITUTO MAGISTRALE|CORSO CARLO BRUNET 12|CUNEO|PIEMONTE|0040780001|CN|Attivo|201516.0|NO|NO|SI|Rischio bassa sismicità (S=6)|NO|SI|NO|-|tra il 1921 e il 1945|-|Informazione assente|6.0|2.500,00|780,00|23.140,00
